Town,Price,Amount of Rooms,Surface Area,Floor/Floors,Type,Sale/Rent
Narva,"203 000 € 2 762 €/m²
Kuumakse 935 €",3,73.5 m²,1/9,Apartment,For Sale
Tallinn,"420 000 € 4 412 €/m²
Kuumakse 1 934 €",4,95.2 m²,5/6,Apartment,For Sale
,"193 000 € 2 474 €/m²
Kuumakse 889 €",N/A,N/A,N/A,Apartment,For Sale
,"42 000 € 1 094 €/m²
Kuumakse 193 €",N/A,N/A,N/A,Apartment,For Sale
,4 500 € 164 €/m²,N/A,N/A,N/A,Apartment,For Sale
Pärnu,"Uus hind
85 000 € 2 261 €/m²
Kuumakse 391 €
87 000 €",2,37.6 m²,1/4,Apartment,For Sale
,"219 900 € 3 128 €/m²
Kuumakse 1 013 €",N/A,N/A,N/A,Apartment,For Sale
Tallinn,"355 000 € 4 454 €/m²
Kuumakse 1 635 €",3,79.7 m²,4/7,Apartment,For Sale
Rakvere,"65 000 € 1 786 €/m²
Kuumakse 299 €",2,36.4 m²,2/4,Apartment,For Sale
Tallinn,"434 000 € 4 559 €/m²
Kuumakse 1 999 €",4,95.2 m²,6/6,Apartment,For Sale
,"134 990 € 2 331 €/m²
Kuumakse 622 €",N/A,N/A,N/A,Apartment,For Sale
Tallinn,"115 000 € 3 186 €/m²
Kuumakse 530 €",2,36.1 m²,3/4,Apartment,For Sale
,"102 000 € 2 069 €/m²
Kuumakse 470 €",N/A,N/A,N/A,Apartment,For Sale
Tallinn,"Uus hind
309 000 € 4 371 €/m²
Kuumakse 1 423 €
334 000 €",3,70.7 m²,2/5,Apartment,For Sale
,"255 000 € 3 114 €/m²
Kuumakse 1 174 €",N/A,N/A,N/A,Apartment,For Sale
Tartu,"107 900 € 1 801 €/m²
Kuumakse 497 €",3,59.9 m²,3/5,Apartment,For Sale
Tallinn,"350 000 € 4 522 €/m²
Kuumakse 1 612 €",3,77.4 m²,4/6,Apartment,For Sale
Tallinn,"399 000 € 6 018 €/m²
Kuumakse 1 838 €",3,66.3 m²,4/5,Apartment,For Sale
Tallinn,"188 800 € 2 481 €/m²
Kuumakse 870 €",3,76.1 m²,3/4,Apartment,For Sale
Tallinn,"205 000 € 3 033 €/m²
Kuumakse 944 €",3,67.6 m²,7/9,Apartment,For Sale
Tallinn,"194 000 € 3 789 €/m²
Kuumakse 893 €",3,51.2 m²,14/14,Apartment,For Sale
Tallinn,"88 900 € 2 547 €/m²
Kuumakse 409 €",1,34.9 m²,3/5,Apartment,For Sale
Tartu,"129 900 € 1 974 €/m²
Kuumakse 598 €",3,65.8 m²,4/5,Apartment,For Sale
Tallinn,"128 990 € 2 595 €/m²
Kuumakse 594 €",3,49.7 m²,1/9,Apartment,For Sale
Tallinn,"123 500 € 2 339 €/m²
Kuumakse 569 €",3,52.8 m²,4/5,Apartment,For Sale
Tallinn,"189 900 € 3 716 €/m²
Kuumakse 875 €",2,51.1 m²,3/3,Apartment,For Sale
,"75 000 € 3 233 €/m²
Kuumakse 345 €",N/A,N/A,N/A,Apartment,For Sale
Tallinn,"121 000 € 1 822 €/m²
Kuumakse 557 €",3,66.4 m²,4/5,Apartment,For Sale
Pärnu,"107 000 € 1 649 €/m²
Kuumakse 493 €",3,64.9 m²,4/4,Apartment,For Sale
Tallinn,"299 000 € 3 646 €/m²
Kuumakse 1 377 €",3,82 m²,4/5,Apartment,For Sale
,"229 900 € 3 851 €/m²
Kuumakse 1 059 €",N/A,N/A,N/A,Apartment,For Sale
Rakvere,"72 900 € 1 176 €/m²
Kuumakse 336 €",3,62 m²,4/5,Apartment,For Sale
Tallinn,"120 000 € 1 852 €/m²
Kuumakse 553 €",3,64.8 m²,7/9,Apartment,For Sale
Tallinn,"79 000 € 2 937 €/m²
Kuumakse 364 €",1,26.9 m²,3/4,Apartment,For Sale
Tallinn,"435 000 € 4 359 €/m²
Kuumakse 2 003 €",4,99.8 m²,3/5,Apartment,For Sale
Tallinn,"100 000 € 3 058 €/m²
Kuumakse 461 €",2,32.7 m²,3/5,Apartment,For Sale
Pärnu,"33 000 € 509 €/m²
Kuumakse 152 €",3,64.8 m²,2/2,Apartment,For Sale
Tallinn,"169 900 € 2 244 €/m²
Kuumakse 783 €",4,75.7 m²,7/17,Apartment,For Sale
Pärnu,"275 000 € 2 338 €/m²
Kuumakse 1 267 €",5,117.6 m²,2/3,Apartment,For Sale
Tallinn,"192 000 € 3 943 €/m²
Kuumakse 884 €",2,48.7 m²,1/4,Apartment,For Sale
Tallinn,"519 000 € 4 933 €/m²
Kuumakse 2 390 €",3,105.2 m²,N/A,Apartment,For Sale
,"126 000 € 2 733 €/m²
Kuumakse 580 €",N/A,N/A,N/A,Apartment,For Sale
Tallinn,"127 000 € 3 848 €/m²
Kuumakse 585 €",2,33 m²,2/3,Apartment,For Sale
Tallinn,"195 000 € 3 824 €/m²
Kuumakse 898 €",3,51 m²,6/8,Apartment,For Sale
,"163 000 € 2 567 €/m²
Kuumakse 751 €",N/A,N/A,N/A,Apartment,For Sale
Tallinn,"194 400 € 3 028 €/m²
Kuumakse 895 €",3,64.2 m²,7/12,Apartment,For Sale
Tallinn,"121 000 € 2 763 €/m²
Kuumakse 557 €",2,43.8 m²,5/5,Apartment,For Sale
Tallinn,"595 000 € 5 592 €/m²
Kuumakse 2 740 €",5,106.4 m²,6/6,Apartment,For Sale
Tallinn,"275 000 € 2 179 €/m²
Kuumakse 1 267 €",5,126.2 m²,2/2,Apartment,For Sale
,"153 400 € 3 903 €/m²
Kuumakse 707 €",N/A,N/A,N/A,Apartment,For Sale
Tallinn,"165 000 € 5 172 €/m²
Kuumakse 760 €",1,31.9 m²,5/5,Apartment,For Sale
Tallinn,"155 000 € 3 414 €/m²
Kuumakse 714 €",2,45.4 m²,7/12,Apartment,For Sale
Tallinn,"60 000 € 649 €/m²
Kuumakse 276 €",4,92.4 m²,1/2,Apartment,For Sale
Tallinn,"195 000 € 3 155 €/m²
Kuumakse 898 €",3,61.8 m²,4/4,Apartment,For Sale
Tallinn,"135 000 € 1 749 €/m²
Kuumakse 622 €",3,77.2 m²,6/7,Apartment,For Sale
Tallinn,"80 000 € 1 951 €/m²
Kuumakse 368 €",2,41 m²,1/2,Apartment,For Sale
Tallinn,"211 000 € 4 280 €/m²
Kuumakse 972 €",2,49.3 m²,5/8,Apartment,For Sale
,"Uus hind
115 000 € 2 396 €/m²
Kuumakse 530 €
115 900 €",N/A,N/A,N/A,Apartment,For Sale
Tallinn,"188 000 € 2 474 €/m²
Kuumakse 866 €",3,76 m²,6/6,Apartment,For Sale
Tallinn,"109 999 € 2 483 €/m²
Kuumakse 507 €",2,44.3 m²,7/9,Apartment,For Sale
Tallinn,"49 900 € 4 265 €/m²
Kuumakse 230 €",1,11.7 m²,3/5,Apartment,For Sale
,"219 000 € 2 855 €/m²
Kuumakse 1 009 €",N/A,N/A,N/A,Apartment,For Sale
Tallinn,"115 000 € 2 632 €/m²
Kuumakse 530 €",2,43.7 m²,1/5,Apartment,For Sale
Pärnu,"Uus hind
36 000 € 588 €/m²
Kuumakse 166 €
39 900 €",3,61.2 m²,2/5,Apartment,For Sale
Tallinn,"169 900 € 2 758 €/m²
Kuumakse 783 €",3,61.6 m²,3/3,Apartment,For Sale
Narva,"18 450 € 559 €/m²
Vaatan kuumakset",1,33 m²,3/5,Apartment,For Sale
Narva,"16 900 € 775 €/m²
Vaatan kuumakset",1,21.8 m²,N/A,Apartment,For Sale
Tallinn,"150 000 € 4 310 €/m²
Kuumakse 691 €",2,34.8 m²,4/8,Apartment,For Sale
Tallinn,"285 000 € 3 745 €/m²
Kuumakse 1 313 €",4,76.1 m²,2/6,Apartment,For Sale
Tallinn,"77 900 € 2 782 €/m²
Kuumakse 359 €",1,28 m²,4/5,Apartment,For Sale
Tallinn,"868 000 € 7 594 €/m²
Kuumakse 3 998 €",4,114.3 m²,4/6,Apartment,For Sale
Tallinn,"579 900 € 6 436 €/m²
Kuumakse 2 671 €",3,90.1 m²,2/3,Apartment,For Sale
Tallinn,"195 000 € 3 565 €/m²
Kuumakse 898 €",2,54.7 m²,2/4,Apartment,For Sale
Tartu,"49 900 € 2 654 €/m²
Kuumakse 230 €",1,18.8 m²,2/2,Apartment,For Sale
Tallinn,"299 000 € 4 223 €/m²
Kuumakse 1 377 €",4,70.8 m²,3/6,Apartment,For Sale
Tallinn,"95 000 € 2 554 €/m²
Kuumakse 438 €",2,37.2 m²,3/4,Apartment,For Sale
,"39 900 € 587 €/m²
Kuumakse 184 €",N/A,N/A,N/A,Apartment,For Sale
Võru,"44 000 € 1 014 €/m²
Kuumakse 203 €",2,43.4 m²,2/2,Apartment,For Sale
Võru,"39 000 € 1 127 €/m²
Kuumakse 180 €",1,34.6 m²,1/2,Apartment,For Sale
Tallinn,"240 000 € 3 034 €/m²
Kuumakse 1 105 €",3,79.1 m²,9/10,Apartment,For Sale
Tallinn,"469 900 € 7 400 €/m²
Kuumakse 2 164 €",3,63.5 m²,3/3,Apartment,For Sale
,"330 000 € 3 140 €/m²
Kuumakse 1 520 €",N/A,N/A,N/A,Apartment,For Sale
Tallinn,"99 500 € 1 884 €/m²
Kuumakse 458 €",2,52.8 m²,5/5,Apartment,For Sale
Haapsalu,"72 500 € 1 563 €/m²
Kuumakse 334 €",2,46.4 m²,5/5,Apartment,For Sale
,"46 000 € 693 €/m²
Kuumakse 212 €",N/A,N/A,N/A,Apartment,For Sale
Tartu,"65 000 € 1 693 €/m²
Kuumakse 299 €",2,38.4 m²,1/3,Apartment,For Sale
Pärnu,"159 900 € 2 093 €/m²
Kuumakse 736 €",4,76.4 m²,3/5,Apartment,For Sale
Pärnu,"525 000 € 6 538 €/m²
Kuumakse 2 418 €",3,80.3 m²,6/6,Apartment,For Sale
Võru,"7 900 € 272 €/m²
Vaatan kuumakset",2,29 m²,1/2,Apartment,For Sale
,"24 200 € 465 €/m²
Kuumakse 111 €",N/A,N/A,N/A,Apartment,For Sale
Tallinn,"235 000 € 3 561 €/m²
Kuumakse 1 082 €",3,66 m²,1/4,Apartment,For Sale
Tallinn,"263 000 € 3 790 €/m²
Kuumakse 1 211 €",3,69.4 m²,8/12,Apartment,For Sale
Tallinn,"367 900 € 5 992 €/m²
Kuumakse 1 694 €",3,61.4 m²,2/4,Apartment,For Sale
,"75 000 € 1 136 €/m²
Kuumakse 345 €",N/A,N/A,N/A,Apartment,For Sale
,"20 799 € 654 €/m²
Kuumakse 96 €",N/A,N/A,N/A,Apartment,For Sale
Pärnu,"187 000 € 2 754 €/m²
Kuumakse 861 €",3,67.9 m²,2/4,Apartment,For Sale
,"Uus hind
57 000 € 1 298 €/m²
Kuumakse 263 €
59 000 €",N/A,N/A,N/A,Apartment,For Sale
,"33 500 € 603 €/m²
Kuumakse 154 €",N/A,N/A,N/A,Apartment,For Sale
Tartu,"125 900 € 2 861 €/m²
Kuumakse 580 €",2,44 m²,1/5,Apartment,For Sale
Tartu,"75 900 € 3 892 €/m²
Kuumakse 350 €",1,19.5 m²,N/A,Apartment,For Sale
Tartu,"148 000 € 2 164 €/m²
Kuumakse 682 €",3,68.4 m²,2/2,Apartment,For Sale
Tallinn,"111 900 € 1 837 €/m²
Kuumakse 515 €",3,60.9 m²,5/5,Apartment,For Sale
Tallinn,"84 000 € 2 569 €/m²
Kuumakse 387 €",1,32.7 m²,4/9,Apartment,For Sale
,"74 900 € 1 925 €/m²
Kuumakse 345 €",N/A,N/A,N/A,Apartment,For Sale
Tartu,"98 000 € 1 519 €/m²
Kuumakse 451 €",3,64.5 m²,5/5,Apartment,For Sale
,"35 000 € 588 €/m²
Kuumakse 161 €",N/A,N/A,N/A,Apartment,For Sale
,"122 000 € 2 998 €/m²
Kuumakse 562 €",N/A,N/A,N/A,Apartment,For Sale
Võru,"24 000 € 385 €/m²
Kuumakse 111 €",2,62.3 m²,2/2,Apartment,For Sale
Põlva,"34 900 € 825 €/m²
Kuumakse 161 €",2,42.3 m²,1/2,Apartment,For Sale
Tallinn,"166 900 € 3 351 €/m²
Kuumakse 769 €",2,49.8 m²,5/7,Apartment,For Sale
,"53 000 € 810 €/m²
Kuumakse 244 €",N/A,N/A,N/A,Apartment,For Sale
Tartu,"109 000 € 1 784 €/m²
Kuumakse 502 €",3,61.1 m²,3/5,Apartment,For Sale
Põlva,"15 000 € 307 €/m²
Vaatan kuumakset",2,48.9 m²,2/2,Apartment,For Sale
Tapa,"26 900 € 549 €/m²
Kuumakse 124 €",2,49 m²,N/A,Apartment,For Sale
Tallinn,"137 900 € 2 272 €/m²
Kuumakse 635 €",3,60.7 m²,5/5,Apartment,For Sale
Viljandi,"109 000 € 2 861 €/m²
Kuumakse 502 €",2,38.1 m²,1/3,Apartment,For Sale
Võru,"45 000 € 718 €/m²
Kuumakse 207 €",3,62.7 m²,5/5,Apartment,For Sale
Tallinn,"260 000 € 4 283 €/m²
Kuumakse 1 197 €",3,60.7 m²,3/3,Apartment,For Sale
Rakvere,"167 000 € 2 751 €/m²
Kuumakse 769 €",3,60.7 m²,2/3,Apartment,For Sale
Tallinn,"840 000 € 6 880 €/m²
Kuumakse 3 869 €",4,122.1 m²,4/5,Apartment,For Sale
Tallinn,"79 000 € 2 394 €/m²
Kuumakse 364 €",1,33 m²,2/9,Apartment,For Sale
Tallinn,"247 000 € 3 812 €/m²
Kuumakse 1 138 €",2,64.8 m²,1/5,Apartment,For Sale
,"45 000 € 1 125 €/m²
Kuumakse 207 €",N/A,N/A,N/A,Apartment,For Sale
Tallinn,"199 000 € 3 925 €/m²
Kuumakse 917 €",2,50.7 m²,1/3,Apartment,For Sale
Tartu,"26 500 € 828 €/m²
Kuumakse 122 €",2,32 m²,1/2,Apartment,For Sale
Tallinn,"135 000 € 2 647 €/m²
Kuumakse 622 €",2,51 m²,7/14,Apartment,For Sale
Paide,"85 000 € 1 114 €/m²
Kuumakse 391 €",4,76.3 m²,5/5,Apartment,For Sale
Tartu,"68 900 € 2 107 €/m²
Kuumakse 317 €",1,32.7 m²,3/5,Apartment,For Sale
Tallinn,"225 000 € 2 363 €/m²
Kuumakse 1 036 €",7,95.2 m²,N/A,Apartment,For Sale
Tartu,"190 000 € 3 276 €/m²
Kuumakse 875 €",3,58 m²,1/4,Apartment,For Sale
Tallinn,"109 900 € 2 081 €/m²
Kuumakse 506 €",2,52.8 m²,4/5,Apartment,For Sale
Tartu,"84 700 € 1 798 €/m²
Kuumakse 390 €",2,47.1 m²,1/5,Apartment,For Sale
Tallinn,"173 000 € 2 500 €/m²
Kuumakse 797 €",2,69.2 m²,N/A,Apartment,For Sale
Tallinn,"170 000 € 3 829 €/m²
Kuumakse 783 €",2,44.4 m²,5/8,Apartment,For Sale
Tapa,"32 000 € 475 €/m²
Kuumakse 147 €",3,67.4 m²,2/3,Apartment,For Sale
Rakvere,"219 600 € 2 694 €/m²
Kuumakse 1 011 €",3,81.5 m²,2/3,Apartment,For Sale
,"213 000 € 3 074 €/m²
Kuumakse 981 €",N/A,N/A,N/A,Apartment,For Sale
,"27 000 € 641 €/m²
Kuumakse 124 €",N/A,N/A,N/A,Apartment,For Sale
Türi,"47 000 € 1 002 €/m²
Kuumakse 216 €",2,46.9 m²,4/5,Apartment,For Sale
Tallinn,"166 000 € 2 767 €/m²
Kuumakse 765 €",3,60 m²,5/9,Apartment,For Sale
,"40 000 € 851 €/m²
Kuumakse 184 €",N/A,N/A,N/A,Apartment,For Sale
Tartu,"47 000 € 1 399 €/m²
Kuumakse 216 €",1,33.6 m²,4/5,Apartment,For Sale
Tallinn,"119 000 € 2 698 €/m²
Kuumakse 548 €",3,44.1 m²,5/5,Apartment,For Sale
Pärnu,"25 000 € 345 €/m²
Kuumakse 115 €",4,72.4 m²,2/2,Apartment,For Sale
Tallinn,"355 000 € 3 777 €/m²
Kuumakse 1 635 €",3,94 m²,2/3,Apartment,For Sale
Pärnu,"100 000 € 1 302 €/m²
Kuumakse 461 €",4,76.8 m²,5/5,Apartment,For Sale
Tallinn,"292 000 € 2 995 €/m²
Kuumakse 1 345 €",3,97.5 m²,2/6,Apartment,For Sale
Rakvere,"48 500 € 1 152 €/m²
Kuumakse 223 €",2,42.1 m²,1/3,Apartment,For Sale
Tallinn,"169 000 € 2 380 €/m²
Kuumakse 778 €",3,71 m²,1/9,Apartment,For Sale
,"159 900 € 3 910 €/m²
Kuumakse 736 €",N/A,N/A,N/A,Apartment,For Sale
Tallinn,"130 000 € 2 653 €/m²
Kuumakse 599 €",2,49 m²,7/9,Apartment,For Sale
Tallinn,"220 000 € 5 340 €/m²
Kuumakse 1 013 €",2,41.2 m²,6/14,Apartment,For Sale
,"129 900 € 1 653 €/m²
Kuumakse 598 €",N/A,N/A,N/A,Apartment,For Sale
,"199 900 € 2 496 €/m²
Kuumakse 921 €",N/A,N/A,N/A,Apartment,For Sale
Tallinn,"329 000 € 3 283 €/m²
Kuumakse 1 515 €",4,100.2 m²,1/3,Apartment,For Sale
Pärnu,"292 000 € 3 899 €/m²
Kuumakse 1 345 €",3,74.9 m²,7/8,Apartment,For Sale
,"370 000 € 3 442 €/m²
Kuumakse 1 704 €",N/A,N/A,N/A,Apartment,For Sale
Tartu,"29 000 € 1 036 €/m²
Kuumakse 134 €",1,28 m²,5/5,Apartment,For Sale
Tallinn,"229 500 € 4 742 €/m²
Kuumakse 1 057 €",2,48.4 m²,9/30,Apartment,For Sale
Tallinn,"133 000 € 2 538 €/m²
Kuumakse 613 €",4,52.4 m²,2/5,Apartment,For Sale
Tallinn,"86 000 € 3 857 €/m²
Kuumakse 396 €",1,22.3 m²,2/3,Apartment,For Sale
Tallinn,"169 000 € 3 764 €/m²
Kuumakse 778 €",3,44.9 m²,3/3,Apartment,For Sale
,"14 500 € 303 €/m²
Vaatan kuumakset",N/A,N/A,N/A,Apartment,For Sale
Tartu,"69 500 € 1 059 €/m²
Kuumakse 320 €",3,65.6 m²,1/3,Apartment,For Sale
,"21 900 € 376 €/m²
Kuumakse 101 €",N/A,N/A,N/A,Apartment,For Sale
Tallinn,"460 000 € 4 144 €/m²
Kuumakse 2 119 €",4,111 m²,2/4,Apartment,For Sale
Pärnu,"39 000 € 2 097 €/m²
Kuumakse 180 €",1,18.6 m²,2/3,Apartment,For Sale
,"7 000 € 139 €/m²
Vaatan kuumakset",N/A,N/A,N/A,Apartment,For Sale
,"29 000 € 602 €/m²
Kuumakse 134 €",N/A,N/A,N/A,Apartment,For Sale
Tallinn,"125 000 € 2 174 €/m²
Kuumakse 576 €",2,57.5 m²,2/2,Apartment,For Sale
Tallinn,"55 000 € 2 821 €/m²
Kuumakse 253 €",1,19.5 m²,1/2,Apartment,For Sale
Türi,"36 000 € 1 088 €/m²
Kuumakse 166 €",1,33.1 m²,5/5,Apartment,For Sale
Tallinn,"265 000 € 4 058 €/m²
Kuumakse 1 220 €",3,65.3 m²,2/4,Apartment,For Sale
Pärnu,"7 500 € 187 €/m²
Vaatan kuumakset",1,40.2 m²,1/2,Apartment,For Sale
Pärnu,"125 400 € 1 507 €/m²
Kuumakse 578 €",4,83.2 m²,1/3,Apartment,For Sale
Tallinn,"419 000 € 4 953 €/m²
Kuumakse 1 930 €",4,84.6 m²,1/4,Apartment,For Sale
Tartu,"219 000 € 2 199 €/m²
Kuumakse 1 009 €",4,99.6 m²,1/2,Apartment,For Sale
Tallinn,"159 000 € 3 907 €/m²
Kuumakse 732 €",3,40.7 m²,3/4,Apartment,For Sale
Tallinn,"105 000 € 2 403 €/m²
Kuumakse 484 €",2,43.7 m²,1/5,Apartment,For Sale
,"349 900 € 4 780 €/m²
Kuumakse 1 612 €",N/A,N/A,N/A,Apartment,For Sale
Pärnu,"185 000 € 1 201 €/m²
Kuumakse 852 €",4,154.1 m²,2/3,Apartment,For Sale
,"8 000 € 165 €/m²
Vaatan kuumakset",N/A,N/A,N/A,Apartment,For Sale
Tallinn,"289 000 € 3 911 €/m²
Kuumakse 1 331 €",3,73.9 m²,1/4,Apartment,For Sale
Tallinn,"135 500 € 2 075 €/m²
Kuumakse 624 €",3,65.3 m²,8/9,Apartment,For Sale
Pärnu,"45 000 € 1 515 €/m²
Kuumakse 207 €",2,29.7 m²,2/2,Apartment,For Sale
,"57 000 € 744 €/m²
Kuumakse 263 €",N/A,N/A,N/A,Apartment,For Sale
Tallinn,"139 900 € 4 824 €/m²
Kuumakse 644 €",1,29 m²,4/6,Apartment,For Sale
Tartu,"179 750 € 3 323 €/m²
Kuumakse 828 €",3,54.1 m²,4/6,Apartment,For Sale
,"5 900 € 86.9 €/m²
Vaatan kuumakset",N/A,N/A,N/A,Apartment,For Sale
Pärnu,"74 999 € 2 107 €/m²
Kuumakse 345 €",2,35.6 m²,1/3,Apartment,For Sale
,"560 000 € 3 533 €/m²
Kuumakse 2 579 €",N/A,N/A,N/A,Apartment,For Sale
Võru,"139 000 € 4 469 €/m²
Kuumakse 640 €",2,31.1 m²,2/3,Apartment,For Sale
,"129 000 € 1 682 €/m²
Kuumakse 594 €",N/A,N/A,N/A,Apartment,For Sale
,"25 990 € 942 €/m²
Kuumakse 120 €",N/A,N/A,N/A,Apartment,For Sale
Tallinn,"380 000 € 4 064 €/m²
Kuumakse 1 750 €",3,93.5 m²,3/3,Apartment,For Sale
Viljandi,"23 000 € 801 €/m²
Kuumakse 106 €",2,28.7 m²,1/2,Apartment,For Sale
,"34 000 € 1 033 €/m²
Kuumakse 157 €",N/A,N/A,N/A,Apartment,For Sale
Viljandi,"51 000 € 1 304 €/m²
Kuumakse 235 €",2,39.1 m²,4/4,Apartment,For Sale
Tallinn,"199 000 € 3 579 €/m²
Kuumakse 917 €",2,55.6 m²,1/4,Apartment,For Sale
,"27 000 € 675 €/m²
Kuumakse 124 €",N/A,N/A,N/A,Apartment,For Sale
Tallinn,"155 900 € 2 585 €/m²
Kuumakse 718 €",3,60.3 m²,2/9,Apartment,For Sale
,"118 900 € 2 260 €/m²
Kuumakse 548 €",N/A,N/A,N/A,Apartment,For Sale
Tallinn,"110 000 € 2 564 €/m²
Kuumakse 507 €",2,42.9 m²,5/9,Apartment,For Sale
Tallinn,"164 000 € 2 654 €/m²
Kuumakse 755 €",4,61.8 m²,5/5,Apartment,For Sale
Pärnu,"175 000 € 2 917 €/m²
Kuumakse 806 €",3,60 m²,4/6,Apartment,For Sale
,"116 900 € 1 322 €/m²
Kuumakse 538 €",N/A,N/A,N/A,Apartment,For Sale
Tallinn,"174 990 € 3 295 €/m²
Kuumakse 806 €",3,53.1 m²,1/5,Apartment,For Sale
Tallinn,"64 900 € 3 245 €/m²
Kuumakse 299 €",1,20 m²,-1/3,Apartment,For Sale
Pärnu,"250 000 € 2 515 €/m²
Kuumakse 1 151 €",3,99.4 m²,1/1,Apartment,For Sale
Pärnu,"48 000 € 960 €/m²
Kuumakse 221 €",3,50 m²,3/3,Apartment,For Sale
Pärnu,"116 000 € 2 788 €/m²
Kuumakse 534 €",2,41.6 m²,2/4,Apartment,For Sale
Pärnu,"149 000 € 2 373 €/m²
Kuumakse 686 €",4,62.8 m²,1/5,Apartment,For Sale
Pärnu,"79 900 € 2 357 €/m²
Kuumakse 368 €",1,33.9 m²,5/5,Apartment,For Sale
Tartu,"187 000 € 4 165 €/m²
Kuumakse 861 €",2,44.9 m²,4/8,Apartment,For Sale
Viljandi,"46 900 € 1 234 €/m²
Kuumakse 216 €",2,38 m²,4/5,Apartment,For Sale
Tallinn,"227 900 € 2 461 €/m²
Kuumakse 1 050 €",4,92.6 m²,1/3,Apartment,For Sale
Haapsalu,"73 000 € 1 213 €/m²
Kuumakse 336 €",4,60.2 m²,1/5,Apartment,For Sale
Tallinn,"127 900 € 2 774 €/m²
Kuumakse 589 €",2,46.1 m²,3/4,Apartment,For Sale
,"12 500 € 282 €/m²
Vaatan kuumakset",N/A,N/A,N/A,Apartment,For Sale
Tallinn,"140 000 € 2 353 €/m²
Kuumakse 645 €",3,59.5 m²,8/9,Apartment,For Sale
Tartu,"203 000 € 2 599 €/m²
Kuumakse 935 €",4,78.1 m²,5/5,Apartment,For Sale
Tallinn,"164 000 € 2 711 €/m²
Kuumakse 755 €",3,60.5 m²,1/5,Apartment,For Sale
Tallinn,"120 900 € 2 729 €/m²
Kuumakse 557 €",3,44.3 m²,5/5,Apartment,For Sale
Tallinn,"74 990 € 2 118 €/m²
Kuumakse 345 €",1,35.4 m²,2/2,Apartment,For Sale
Tallinn,"275 000 € 6 455 €/m²
Kuumakse 1 267 €",2,42.6 m²,3/6,Apartment,For Sale
Tallinn,"399 000 € 4 468 €/m²
Kuumakse 1 838 €",3,89.3 m²,1/4,Apartment,For Sale
,"21 000 € 444 €/m²
Kuumakse 97 €",N/A,N/A,N/A,Apartment,For Sale
Pärnu,"26 000 € 380 €/m²
Kuumakse 120 €",3,68.4 m²,3/3,Apartment,For Sale
Tallinn,"142 000 € 4 733 €/m²
Kuumakse 654 €",1,30 m²,N/A,Apartment,For Sale
Tallinn,"249 000 € 4 854 €/m²
Kuumakse 1 147 €",2,51.3 m²,1/3,Apartment,For Sale
,4 700 € 137 €/m²,N/A,N/A,N/A,Apartment,For Sale
Tallinn,"124 900 € 2 865 €/m²
Kuumakse 575 €",3,43.6 m²,2/5,Apartment,For Sale
Tartu,"75 000 € 1 943 €/m²
Kuumakse 345 €",2,38.6 m²,1/2,Apartment,For Sale
Pärnu,"86 800 € 3 500 €/m²
Kuumakse 400 €",1,24.8 m²,3/3,Apartment,For Sale
Tallinn,"262 500 € 3 357 €/m²
Kuumakse 1 209 €",4,78.2 m²,1/4,Apartment,For Sale
Tallinn,"255 000 € 3 414 €/m²
Kuumakse 1 174 €",2,74.7 m²,1/3,Apartment,For Sale
Tallinn,"184 900 € 3 797 €/m²
Kuumakse 852 €",2,48.7 m²,2/2,Apartment,For Sale
Pärnu,"165 000 € 3 691 €/m²
Kuumakse 760 €",2,44.7 m²,3/3,Apartment,For Sale
Tallinn,"132 000 € 2 012 €/m²
Kuumakse 608 €",3,65.6 m²,2/14,Apartment,For Sale
Võru,"59 900 € 1 641 €/m²
Kuumakse 276 €",2,36.5 m²,4/4,Apartment,For Sale
,"67 000 € 1 173 €/m²
Kuumakse 309 €",N/A,N/A,N/A,Apartment,For Sale
Pärnu,"42 500 € 1 076 €/m²
Kuumakse 196 €",2,39.5 m²,2/4,Apartment,For Sale
,"94 500 € 1 443 €/m²
Kuumakse 435 €",N/A,N/A,N/A,Apartment,For Sale
Tallinn,"116 400 € 2 410 €/m²
Kuumakse 536 €",2,48.3 m²,4/5,Apartment,For Sale
,"24 000 € 515 €/m²
Kuumakse 111 €",N/A,N/A,N/A,Apartment,For Sale
,"14 500 € 286 €/m²
Vaatan kuumakset",N/A,N/A,N/A,Apartment,For Sale
Tallinn,"275 000 € 3 980 €/m²
Kuumakse 1 267 €",3,69.1 m²,3/6,Apartment,For Sale
Haapsalu,"434 900 € 4 461 €/m²
Kuumakse 2 003 €",4,97.5 m²,1/2,Apartment,For Sale
Türi,"46 000 € 966 €/m²
Kuumakse 212 €",2,47.6 m²,2/2,Apartment,For Sale
,"45 900 € 968 €/m²
Kuumakse 211 €",N/A,N/A,N/A,Apartment,For Sale
Tartu,"79 990 € 2 162 €/m²
Kuumakse 368 €",2,37 m²,1/7,Apartment,For Sale
Võru,"22 000 € 435 €/m²
Kuumakse 101 €",2,50.6 m²,2/2,Apartment,For Sale
Tallinn,"818 000 € 6 699 €/m²
Kuumakse 3 767 €",4,122.1 m²,2/5,Apartment,For Sale
Tallinn,"375 000 € 4 335 €/m²
Kuumakse 1 727 €",4,86.5 m²,2/6,Apartment,For Sale
Tallinn,"150 000 € 3 275 €/m²
Kuumakse 691 €",2,45.8 m²,2/2,Apartment,For Sale
Tartu,"88 300 € 2 725 €/m²
Kuumakse 407 €",2,32.4 m²,2/2,Apartment,For Sale
